DP,DPNOM,MPIO,DPMP,ANNO,AreaGeografica,Poblacion
25,Cundinamarca,25885,Yacopí,2032,Centros Poblados y Rural Disperso,"11,321"
25,Cundinamarca,25885,Yacopí,2032,Total,"17,637"
25,Cundinamarca,25885,Yacopí,2033,Cabecera Municipal,"6,499"
25,Cundinamarca,25885,Yacopí,2033,Centros Poblados y Rural Disperso,"11,508"
25,Cundinamarca,25885,Yacopí,2033,Total,"18,007"
25,Cundinamarca,25885,Yacopí,2034,Cabecera Municipal,"6,668"
25,Cundinamarca,25885,Yacopí,2034,Centros Poblados y Rural Disperso,"11,701"
25,Cundinamarca,25885,Yacopí,2034,Total,"18,369"
25,Cundinamarca,25885,Yacopí,2035,Cabecera Municipal,"6,872"
25,Cundinamarca,25885,Yacopí,2035,Centros Poblados y Rural Disperso,"11,882"
25,Cundinamarca,25885,Yacopí,2035,Total,"18,754"
25,Cundinamarca,25898,Zipacón,2020,Cabecera Municipal,"1,379"
25,Cundinamarca,25898,Zipacón,2020,Centros Poblados y Rural Disperso,"3,611"
25,Cundinamarca,25898,Zipacón,2020,Total,"4,990"
25,Cundinamarca,25898,Zipacón,2021,Cabecera Municipal,"1,548"
25,Cundinamarca,25898,Zipacón,2021,Centros Poblados y Rural Disperso,"3,573"
25,Cundinamarca,25898,Zipacón,2021,Total,"5,121"
25,Cundinamarca,25898,Zipacón,2022,Cabecera Municipal,"1,703"
25,Cundinamarca,25898,Zipacón,2022,Centros Poblados y Rural Disperso,"3,579"
25,Cundinamarca,25898,Zipacón,2022,Total,"5,282"
25,Cundinamarca,25898,Zipacón,2023,Cabecera Municipal,"1,844"
25,Cundinamarca,25898,Zipacón,2023,Centros Poblados y Rural Disperso,"3,601"
25,Cundinamarca,25898,Zipacón,2023,Total,"5,445"
25,Cundinamarca,25898,Zipacón,2024,Cabecera Municipal,"1,947"
25,Cundinamarca,25898,Zipacón,2024,Centros Poblados y Rural Disperso,"3,668"
25,Cundinamarca,25898,Zipacón,2024,Total,"5,615"
25,Cundinamarca,25898,Zipacón,2025,Cabecera Municipal,"2,052"
25,Cundinamarca,25898,Zipacón,2025,Centros Poblados y Rural Disperso,"3,730"
25,Cundinamarca,25898,Zipacón,2025,Total,"5,782"
25,Cundinamarca,25898,Zipacón,2026,Cabecera Municipal,"2,142"
25,Cundinamarca,25898,Zipacón,2026,Centros Poblados y Rural Disperso,"3,816"
25,Cundinamarca,25898,Zipacón,2026,Total,"5,958"
25,Cundinamarca,25898,Zipacón,2027,Cabecera Municipal,"2,235"
25,Cundinamarca,25898,Zipacón,2027,Centros Poblados y Rural Disperso,"3,879"
25,Cundinamarca,25898,Zipacón,2027,Total,"6,114"
25,Cundinamarca,25898,Zipacón,2028,Cabecera Municipal,"2,323"
25,Cundinamarca,25898,Zipacón,2028,Centros Poblados y Rural Disperso,"3,945"
25,Cundinamarca,25898,Zipacón,2028,Total,"6,268"
25,Cundinamarca,25898,Zipacón,2029,Cabecera Municipal,"2,401"
25,Cundinamarca,25898,Zipacón,2029,Centros Poblados y Rural Disperso,"4,021"
25,Cundinamarca,25898,Zipacón,2029,Total,"6,422"
25,Cundinamarca,25898,Zipacón,2030,Cabecera Municipal,"2,478"
25,Cundinamarca,25898,Zipacón,2030,Centros Poblados y Rural Disperso,"4,093"
25,Cundinamarca,25898,Zipacón,2030,Total,"6,571"
25,Cundinamarca,25898,Zipacón,2031,Cabecera Municipal,"2,556"
25,Cundinamarca,25898,Zipacón,2031,Centros Poblados y Rural Disperso,"4,174"
25,Cundinamarca,25898,Zipacón,2031,Total,"6,730"
25,Cundinamarca,25898,Zipacón,2032,Cabecera Municipal,"2,634"
25,Cundinamarca,25898,Zipacón,2032,Centros Poblados y Rural Disperso,"4,252"
25,Cundinamarca,25898,Zipacón,2032,Total,"6,886"
25,Cundinamarca,25898,Zipacón,2033,Cabecera Municipal,"2,711"
25,Cundinamarca,25898,Zipacón,2033,Centros Poblados y Rural Disperso,"4,329"
25,Cundinamarca,25898,Zipacón,2033,Total,"7,040"
25,Cundinamarca,25898,Zipacón,2034,Cabecera Municipal,"2,799"
25,Cundinamarca,25898,Zipacón,2034,Centros Poblados y Rural Disperso,"4,406"
25,Cundinamarca,25898,Zipacón,2034,Total,"7,205"
25,Cundinamarca,25898,Zipacón,2035,Cabecera Municipal,"2,856"
25,Cundinamarca,25898,Zipacón,2035,Centros Poblados y Rural Disperso,"4,474"
25,Cundinamarca,25898,Zipacón,2035,Total,"7,330"
25,Cundinamarca,25899,Zipaquirá,2020,Cabecera Municipal,"117,967"
25,Cundinamarca,25899,Zipaquirá,2020,Centros Poblados y Rural Disperso,"23,588"
25,Cundinamarca,25899,Zipaquirá,2020,Total,"141,555"
25,Cundinamarca,25899,Zipaquirá,2021,Cabecera Municipal,"122,403"
25,Cundinamarca,25899,Zipaquirá,2021,Centros Poblados y Rural Disperso,"23,439"
25,Cundinamarca,25899,Zipaquirá,2021,Total,"145,842"
25,Cundinamarca,25899,Zipaquirá,2022,Cabecera Municipal,"127,008"
25,Cundinamarca,25899,Zipaquirá,2022,Centros Poblados y Rural Disperso,"23,499"
25,Cundinamarca,25899,Zipaquirá,2022,Total,"150,507"
25,Cundinamarca,25899,Zipaquirá,2023,Cabecera Municipal,"131,942"
25,Cundinamarca,25899,Zipaquirá,2023,Centros Poblados y Rural Disperso,"23,676"
25,Cundinamarca,25899,Zipaquirá,2023,Total,"155,618"
25,Cundinamarca,25899,Zipaquirá,2024,Cabecera Municipal,"136,779"
25,Cundinamarca,25899,Zipaquirá,2024,Centros Poblados y Rural Disperso,"23,850"
25,Cundinamarca,25899,Zipaquirá,2024,Total,"160,629"
25,Cundinamarca,25899,Zipaquirá,2025,Cabecera Municipal,"141,462"
25,Cundinamarca,25899,Zipaquirá,2025,Centros Poblados y Rural Disperso,"24,011"
25,Cundinamarca,25899,Zipaquirá,2025,Total,"165,473"
25,Cundinamarca,25899,Zipaquirá,2026,Cabecera Municipal,"145,970"
25,Cundinamarca,25899,Zipaquirá,2026,Centros Poblados y Rural Disperso,"24,177"
25,Cundinamarca,25899,Zipaquirá,2026,Total,"170,147"
25,Cundinamarca,25899,Zipaquirá,2027,Cabecera Municipal,"150,372"
25,Cundinamarca,25899,Zipaquirá,2027,Centros Poblados y Rural Disperso,"24,386"
25,Cundinamarca,25899,Zipaquirá,2027,Total,"174,758"
25,Cundinamarca,25899,Zipaquirá,2028,Cabecera Municipal,"154,705"
25,Cundinamarca,25899,Zipaquirá,2028,Centros Poblados y Rural Disperso,"24,610"
25,Cundinamarca,25899,Zipaquirá,2028,Total,"179,315"
25,Cundinamarca,25899,Zipaquirá,2029,Cabecera Municipal,"158,949"
25,Cundinamarca,25899,Zipaquirá,2029,Centros Poblados y Rural Disperso,"24,858"
25,Cundinamarca,25899,Zipaquirá,2029,Total,"183,807"
25,Cundinamarca,25899,Zipaquirá,2030,Cabecera Municipal,"163,111"
25,Cundinamarca,25899,Zipaquirá,2030,Centros Poblados y Rural Disperso,"25,142"
25,Cundinamarca,25899,Zipaquirá,2030,Total,"188,253"
25,Cundinamarca,25899,Zipaquirá,2031,Cabecera Municipal,"167,185"
25,Cundinamarca,25899,Zipaquirá,2031,Centros Poblados y Rural Disperso,"25,471"
25,Cundinamarca,25899,Zipaquirá,2031,Total,"192,656"
25,Cundinamarca,25899,Zipaquirá,2032,Cabecera Municipal,"171,240"
25,Cundinamarca,25899,Zipaquirá,2032,Centros Poblados y Rural Disperso,"25,774"
25,Cundinamarca,25899,Zipaquirá,2032,Total,"197,014"
25,Cundinamarca,25899,Zipaquirá,2033,Cabecera Municipal,"175,246"
25,Cundinamarca,25899,Zipaquirá,2033,Centros Poblados y Rural Disperso,"26,072"
25,Cundinamarca,25899,Zipaquirá,2033,Total,"201,318"
25,Cundinamarca,25899,Zipaquirá,2034,Cabecera Municipal,"179,185"
25,Cundinamarca,25899,Zipaquirá,2034,Centros Poblados y Rural Disperso,"26,370"
25,Cundinamarca,25899,Zipaquirá,2034,Total,"205,555"
25,Cundinamarca,25899,Zipaquirá,2035,Cabecera Municipal,"183,083"
25,Cundinamarca,25899,Zipaquirá,2035,Centros Poblados y Rural Disperso,"26,662"
25,Cundinamarca,25899,Zipaquirá,2035,Total,"209,745"
27,Chocó,27001,Quibdó,2020,Cabecera Municipal,"115,942"
27,Chocó,27001,Quibdó,2020,Centros Poblados y Rural Disperso,"19,017"
27,Chocó,27001,Quibdó,2020,Total,"134,959"
27,Chocó,27001,Quibdó,2021,Cabecera Municipal,"117,743"
27,Chocó,27001,Quibdó,2021,Centros Poblados y Rural Disperso,"19,514"
27,Chocó,27001,Quibdó,2021,Total,"137,257"
27,Chocó,27001,Quibdó,2022,Cabecera Municipal,"119,733"
27,Chocó,27001,Quibdó,2022,Centros Poblados y Rural Disperso,"20,007"
27,Chocó,27001,Quibdó,2022,Total,"139,740"
27,Chocó,27001,Quibdó,2023,Cabecera Municipal,"121,670"
27,Chocó,27001,Quibdó,2023,Centros Poblados y Rural Disperso,"20,514"
27,Chocó,27001,Quibdó,2023,Total,"142,184"
27,Chocó,27001,Quibdó,2024,Cabecera Municipal,"123,500"
27,Chocó,27001,Quibdó,2024,Centros Poblados y Rural Disperso,"21,110"
27,Chocó,27001,Quibdó,2024,Total,"144,610"
27,Chocó,27001,Quibdó,2025,Cabecera Municipal,"125,160"
27,Chocó,27001,Quibdó,2025,Centros Poblados y Rural Disperso,"21,715"
27,Chocó,27001,Quibdó,2025,Total,"146,875"
27,Chocó,27001,Quibdó,2026,Cabecera Municipal,"126,632"
27,Chocó,27001,Quibdó,2026,Centros Poblados y Rural Disperso,"22,313"
27,Chocó,27001,Quibdó,2026,Total,"148,945"
27,Chocó,27001,Quibdó,2027,Cabecera Municipal,"128,004"
27,Chocó,27001,Quibdó,2027,Centros Poblados y Rural Disperso,"22,882"
27,Chocó,27001,Quibdó,2027,Total,"150,886"
27,Chocó,27001,Quibdó,2028,Cabecera Municipal,"129,404"
27,Chocó,27001,Quibdó,2028,Centros Poblados y Rural Disperso,"23,437"
27,Chocó,27001,Quibdó,2028,Total,"152,841"
27,Chocó,27001,Quibdó,2029,Cabecera Municipal,"130,734"
27,Chocó,27001,Quibdó,2029,Centros Poblados y Rural Disperso,"23,948"
27,Chocó,27001,Quibdó,2029,Total,"154,682"
27,Chocó,27001,Quibdó,2030,Cabecera Municipal,"132,020"
27,Chocó,27001,Quibdó,2030,Centros Poblados y Rural Disperso,"24,464"
27,Chocó,27001,Quibdó,2030,Total,"156,484"
27,Chocó,27001,Quibdó,2031,Cabecera Municipal,"133,216"
27,Chocó,27001,Quibdó,2031,Centros Poblados y Rural Disperso,"24,957"
27,Chocó,27001,Quibdó,2031,Total,"158,173"
27,Chocó,27001,Quibdó,2032,Cabecera Municipal,"134,402"
27,Chocó,27001,Quibdó,2032,Centros Poblados y Rural Disperso,"25,453"
27,Chocó,27001,Quibdó,2032,Total,"159,855"
27,Chocó,27001,Quibdó,2033,Cabecera Municipal,"135,536"
27,Chocó,27001,Quibdó,2033,Centros Poblados y Rural Disperso,"25,961"
27,Chocó,27001,Quibdó,2033,Total,"161,497"
27,Chocó,27001,Quibdó,2034,Cabecera Municipal,"136,611"
27,Chocó,27001,Quibdó,2034,Centros Poblados y Rural Disperso,"26,479"
27,Chocó,27001,Quibdó,2034,Total,"163,090"
27,Chocó,27001,Quibdó,2035,Cabecera Municipal,"137,557"
27,Chocó,27001,Quibdó,2035,Centros Poblados y Rural Disperso,"26,978"
27,Chocó,27001,Quibdó,2035,Total,"164,535"
27,Chocó,27006,Acandí,2020,Cabecera Municipal,"6,774"
27,Chocó,27006,Acandí,2020,Centros Poblados y Rural Disperso,"7,950"
27,Chocó,27006,Acandí,2020,Total,"14,724"
27,Chocó,27006,Acandí,2021,Cabecera Municipal,"6,837"
27,Chocó,27006,Acandí,2021,Centros Poblados y Rural Disperso,"8,156"
27,Chocó,27006,Acandí,2021,Total,"14,993"
27,Chocó,27006,Acandí,2022,Cabecera Municipal,"6,926"
27,Chocó,27006,Acandí,2022,Centros Poblados y Rural Disperso,"8,384"
27,Chocó,27006,Acandí,2022,Total,"15,310"
27,Chocó,27006,Acandí,2023,Cabecera Municipal,"6,982"
27,Chocó,27006,Acandí,2023,Centros Poblados y Rural Disperso,"8,622"
27,Chocó,27006,Acandí,2023,Total,"15,604"
27,Chocó,27006,Acandí,2024,Cabecera Municipal,"7,049"
27,Chocó,27006,Acandí,2024,Centros Poblados y Rural Disperso,"8,819"
27,Chocó,27006,Acandí,2024,Total,"15,868"
27,Chocó,27006,Acandí,2025,Cabecera Municipal,"7,069"
27,Chocó,27006,Acandí,2025,Centros Poblados y Rural Disperso,"9,027"
27,Chocó,27006,Acandí,2025,Total,"16,096"
27,Chocó,27006,Acandí,2026,Cabecera Municipal,"7,121"
27,Chocó,27006,Acandí,2026,Centros Poblados y Rural Disperso,"9,233"
27,Chocó,27006,Acandí,2026,Total,"16,354"
27,Chocó,27006,Acandí,2027,Cabecera Municipal,"7,190"
27,Chocó,27006,Acandí,2027,Centros Poblados y Rural Disperso,"9,416"
27,Chocó,27006,Acandí,2027,Total,"16,606"
27,Chocó,27006,Acandí,2028,Cabecera Municipal,"7,209"
27,Chocó,27006,Acandí,2028,Centros Poblados y Rural Disperso,"9,605"
27,Chocó,27006,Acandí,2028,Total,"16,814"
27,Chocó,27006,Acandí,2029,Cabecera Municipal,"7,258"
27,Chocó,27006,Acandí,2029,Centros Poblados y Rural Disperso,"9,769"
27,Chocó,27006,Acandí,2029,Total,"17,027"
27,Chocó,27006,Acandí,2030,Cabecera Municipal,"7,302"
27,Chocó,27006,Acandí,2030,Centros Poblados y Rural Disperso,"9,937"
27,Chocó,27006,Acandí,2030,Total,"17,239"
27,Chocó,27006,Acandí,2031,Cabecera Municipal,"7,340"
27,Chocó,27006,Acandí,2031,Centros Poblados y Rural Disperso,"10,096"
27,Chocó,27006,Acandí,2031,Total,"17,436"
27,Chocó,27006,Acandí,2032,Cabecera Municipal,"7,382"
27,Chocó,27006,Acandí,2032,Centros Poblados y Rural Disperso,"10,267"
27,Chocó,27006,Acandí,2032,Total,"17,649"
27,Chocó,27006,Acandí,2033,Cabecera Municipal,"7,394"
27,Chocó,27006,Acandí,2033,Centros Poblados y Rural Disperso,"10,431"
27,Chocó,27006,Acandí,2033,Total,"17,825"
27,Chocó,27006,Acandí,2034,Cabecera Municipal,"7,405"
27,Chocó,27006,Acandí,2034,Centros Poblados y Rural Disperso,"10,594"
27,Chocó,27006,Acandí,2034,Total,"17,999"
27,Chocó,27006,Acandí,2035,Cabecera Municipal,"7,448"
27,Chocó,27006,Acandí,2035,Centros Poblados y Rural Disperso,"10,759"
27,Chocó,27006,Acandí,2035,Total,"18,207"
27,Chocó,27025,Alto Baudó,2020,Cabecera Municipal,"3,684"
27,Chocó,27025,Alto Baudó,2020,Centros Poblados y Rural Disperso,"25,370"
27,Chocó,27025,Alto Baudó,2020,Total,"29,054"
27,Chocó,27025,Alto Baudó,2021,Cabecera Municipal,"3,569"
27,Chocó,27025,Alto Baudó,2021,Centros Poblados y Rural Disperso,"26,093"
27,Chocó,27025,Alto Baudó,2021,Total,"29,662"
27,Chocó,27025,Alto Baudó,2022,Cabecera Municipal,"3,411"
27,Chocó,27025,Alto Baudó,2022,Centros Poblados y Rural Disperso,"26,761"
27,Chocó,27025,Alto Baudó,2022,Total,"30,172"
27,Chocó,27025,Alto Baudó,2023,Cabecera Municipal,"3,285"
27,Chocó,27025,Alto Baudó,2023,Centros Poblados y Rural Disperso,"27,463"
27,Chocó,27025,Alto Baudó,2023,Total,"30,748"
27,Chocó,27025,Alto Baudó,2024,Cabecera Municipal,"3,274"
27,Chocó,27025,Alto Baudó,2024,Centros Poblados y Rural Disperso,"27,993"
27,Chocó,27025,Alto Baudó,2024,Total,"31,267"
27,Chocó,27025,Alto Baudó,2025,Cabecera Municipal,"3,263"
27,Chocó,27025,Alto Baudó,2025,Centros Poblados y Rural Disperso,"28,482"
27,Chocó,27025,Alto Baudó,2025,Total,"31,745"
27,Chocó,27025,Alto Baudó,2026,Cabecera Municipal,"3,258"
27,Chocó,27025,Alto Baudó,2026,Centros Poblados y Rural Disperso,"28,912"
27,Chocó,27025,Alto Baudó,2026,Total,"32,170"
27,Chocó,27025,Alto Baudó,2027,Cabecera Municipal,"3,269"
27,Chocó,27025,Alto Baudó,2027,Centros Poblados y Rural Disperso,"29,365"
27,Chocó,27025,Alto Baudó,2027,Total,"32,634"
27,Chocó,27025,Alto Baudó,2028,Cabecera Municipal,"3,263"
27,Chocó,27025,Alto Baudó,2028,Centros Poblados y Rural Disperso,"29,782"
27,Chocó,27025,Alto Baudó,2028,Total,"33,045"
27,Chocó,27025,Alto Baudó,2029,Cabecera Municipal,"3,276"
27,Chocó,27025,Alto Baudó,2029,Centros Poblados y Rural Disperso,"30,162"
27,Chocó,27025,Alto Baudó,2029,Total,"33,438"
27,Chocó,27025,Alto Baudó,2030,Cabecera Municipal,"3,273"
27,Chocó,27025,Alto Baudó,2030,Centros Poblados y Rural Disperso,"30,539"
27,Chocó,27025,Alto Baudó,2030,Total,"33,812"
27,Chocó,27025,Alto Baudó,2031,Cabecera Municipal,"3,284"
27,Chocó,27025,Alto Baudó,2031,Centros Poblados y Rural Disperso,"30,942"
27,Chocó,27025,Alto Baudó,2031,Total,"34,226"
27,Chocó,27025,Alto Baudó,2032,Cabecera Municipal,"3,290"
27,Chocó,27025,Alto Baudó,2032,Centros Poblados y Rural Disperso,"31,286"
27,Chocó,27025,Alto Baudó,2032,Total,"34,576"
27,Chocó,27025,Alto Baudó,2033,Cabecera Municipal,"3,288"
27,Chocó,27025,Alto Baudó,2033,Centros Poblados y Rural Disperso,"31,632"
27,Chocó,27025,Alto Baudó,2033,Total,"34,920"
27,Chocó,27025,Alto Baudó,2034,Cabecera Municipal,"3,304"
27,Chocó,27025,Alto Baudó,2034,Centros Poblados y Rural Disperso,"31,946"
27,Chocó,27025,Alto Baudó,2034,Total,"35,250"
27,Chocó,27025,Alto Baudó,2035,Cabecera Municipal,"3,305"
27,Chocó,27025,Alto Baudó,2035,Centros Poblados y Rural Disperso,"32,307"
27,Chocó,27025,Alto Baudó,2035,Total,"35,612"
27,Chocó,27050,Atrato,2020,Cabecera Municipal,"3,000"
27,Chocó,27050,Atrato,2020,Centros Poblados y Rural Disperso,"3,358"
27,Chocó,27050,Atrato,2020,Total,"6,358"
27,Chocó,27050,Atrato,2021,Cabecera Municipal,"3,035"
27,Chocó,27050,Atrato,2021,Centros Poblados y Rural Disperso,"3,448"
27,Chocó,27050,Atrato,2021,Total,"6,483"
27,Chocó,27050,Atrato,2022,Cabecera Municipal,"3,073"
27,Chocó,27050,Atrato,2022,Centros Poblados y Rural Disperso,"3,543"
27,Chocó,27050,Atrato,2022,Total,"6,616"
27,Chocó,27050,Atrato,2023,Cabecera Municipal,"3,096"
27,Chocó,27050,Atrato,2023,Centros Poblados y Rural Disperso,"3,628"
27,Chocó,27050,Atrato,2023,Total,"6,724"
27,Chocó,27050,Atrato,2024,Cabecera Municipal,"3,120"
27,Chocó,27050,Atrato,2024,Centros Poblados y Rural Disperso,"3,721"
27,Chocó,27050,Atrato,2024,Total,"6,841"
27,Chocó,27050,Atrato,2025,Cabecera Municipal,"3,143"
27,Chocó,27050,Atrato,2025,Centros Poblados y Rural Disperso,"3,819"
27,Chocó,27050,Atrato,2025,Total,"6,962"
27,Chocó,27050,Atrato,2026,Cabecera Municipal,"3,177"
27,Chocó,27050,Atrato,2026,Centros Poblados y Rural Disperso,"3,896"
27,Chocó,27050,Atrato,2026,Total,"7,073"
27,Chocó,27050,Atrato,2027,Cabecera Municipal,"3,196"
27,Chocó,27050,Atrato,2027,Centros Poblados y Rural Disperso,"3,975"
27,Chocó,27050,Atrato,2027,Total,"7,171"
27,Chocó,27050,Atrato,2028,Cabecera Municipal,"3,204"
27,Chocó,27050,Atrato,2028,Centros Poblados y Rural Disperso,"4,052"
27,Chocó,27050,Atrato,2028,Total,"7,256"
27,Chocó,27050,Atrato,2029,Cabecera Municipal,"3,226"
27,Chocó,27050,Atrato,2029,Centros Poblados y Rural Disperso,"4,123"
27,Chocó,27050,Atrato,2029,Total,"7,349"
27,Chocó,27050,Atrato,2030,Cabecera Municipal,"3,244"
27,Chocó,27050,Atrato,2030,Centros Poblados y Rural Disperso,"4,200"
27,Chocó,27050,Atrato,2030,Total,"7,444"
27,Chocó,27050,Atrato,2031,Cabecera Municipal,"3,262"
27,Chocó,27050,Atrato,2031,Centros Poblados y Rural Disperso,"4,265"
27,Chocó,27050,Atrato,2031,Total,"7,527"
27,Chocó,27050,Atrato,2032,Cabecera Municipal,"3,276"
27,Chocó,27050,Atrato,2032,Centros Poblados y Rural Disperso,"4,343"
27,Chocó,27050,Atrato,2032,Total,"7,619"
27,Chocó,27050,Atrato,2033,Cabecera Municipal,"3,305"
27,Chocó,27050,Atrato,2033,Centros Poblados y Rural Disperso,"4,398"
27,Chocó,27050,Atrato,2033,Total,"7,703"
27,Chocó,27050,Atrato,2034,Cabecera Municipal,"3,320"
27,Chocó,27050,Atrato,2034,Centros Poblados y Rural Disperso,"4,456"
27,Chocó,27050,Atrato,2034,Total,"7,776"
27,Chocó,27050,Atrato,2035,Cabecera Municipal,"3,331"
27,Chocó,27050,Atrato,2035,Centros Poblados y Rural Disperso,"4,522"
27,Chocó,27050,Atrato,2035,Total,"7,853"
27,Chocó,27073,Bagadó,2020,Cabecera Municipal,"2,477"
27,Chocó,27073,Bagadó,2020,Centros Poblados y Rural Disperso,"8,758"
27,Chocó,27073,Bagadó,2020,Total,"11,235"
27,Chocó,27073,Bagadó,2021,Cabecera Municipal,"2,424"
27,Chocó,27073,Bagadó,2021,Centros Poblados y Rural Disperso,"8,848"
27,Chocó,27073,Bagadó,2021,Total,"11,272"
27,Chocó,27073,Bagadó,2022,Cabecera Municipal,"2,391"
27,Chocó,27073,Bagadó,2022,Centros Poblados y Rural Disperso,"9,042"
27,Chocó,27073,Bagadó,2022,Total,"11,433"
27,Chocó,27073,Bagadó,2023,Cabecera Municipal,"2,378"
27,Chocó,27073,Bagadó,2023,Centros Poblados y Rural Disperso,"9,326"
27,Chocó,27073,Bagadó,2023,Total,"11,704"
27,Chocó,27073,Bagadó,2024,Cabecera Municipal,"2,344"
27,Chocó,27073,Bagadó,2024,Centros Poblados y Rural Disperso,"9,499"
27,Chocó,27073,Bagadó,2024,Total,"11,843"
27,Chocó,27073,Bagadó,2025,Cabecera Municipal,"2,309"
27,Chocó,27073,Bagadó,2025,Centros Poblados y Rural Disperso,"9,650"
27,Chocó,27073,Bagadó,2025,Total,"11,959"
27,Chocó,27073,Bagadó,2026,Cabecera Municipal,"2,259"
27,Chocó,27073,Bagadó,2026,Centros Poblados y Rural Disperso,"9,817"
27,Chocó,27073,Bagadó,2026,Total,"12,076"
27,Chocó,27073,Bagadó,2027,Cabecera Municipal,"2,234"
27,Chocó,27073,Bagadó,2027,Centros Poblados y Rural Disperso,"10,069"
27,Chocó,27073,Bagadó,2027,Total,"12,303"
27,Chocó,27073,Bagadó,2028,Cabecera Municipal,"2,193"
27,Chocó,27073,Bagadó,2028,Centros Poblados y Rural Disperso,"10,205"
27,Chocó,27073,Bagadó,2028,Total,"12,398"
27,Chocó,27073,Bagadó,2029,Cabecera Municipal,"2,145"
27,Chocó,27073,Bagadó,2029,Centros Poblados y Rural Disperso,"10,358"
27,Chocó,27073,Bagadó,2029,Total,"12,503"
27,Chocó,27073,Bagadó,2030,Cabecera Municipal,"2,093"
27,Chocó,27073,Bagadó,2030,Centros Poblados y Rural Disperso,"10,478"
27,Chocó,27073,Bagadó,2030,Total,"12,571"
27,Chocó,27073,Bagadó,2031,Cabecera Municipal,"2,088"
27,Chocó,27073,Bagadó,2031,Centros Poblados y Rural Disperso,"10,702"
27,Chocó,27073,Bagadó,2031,Total,"12,790"
27,Chocó,27073,Bagadó,2032,Cabecera Municipal,"2,038"
27,Chocó,27073,Bagadó,2032,Centros Poblados y Rural Disperso,"10,815"
27,Chocó,27073,Bagadó,2032,Total,"12,853"
27,Chocó,27073,Bagadó,2033,Cabecera Municipal,"2,005"
27,Chocó,27073,Bagadó,2033,Centros Poblados y Rural Disperso,"10,929"
27,Chocó,27073,Bagadó,2033,Total,"12,934"
27,Chocó,27073,Bagadó,2034,Cabecera Municipal,"1,958"
27,Chocó,27073,Bagadó,2034,Centros Poblados y Rural Disperso,"11,048"
27,Chocó,27073,Bagadó,2034,Total,"13,006"
27,Chocó,27073,Bagadó,2035,Cabecera Municipal,"1,933"
27,Chocó,27073,Bagadó,2035,Centros Poblados y Rural Disperso,"11,261"
27,Chocó,27073,Bagadó,2035,Total,"13,194"
27,Chocó,27075,Bahía Solano,2020,Cabecera Municipal,"6,441"
27,Chocó,27075,Bahía Solano,2020,Centros Poblados y Rural Disperso,"4,222"
27,Chocó,27075,Bahía Solano,2020,Total,"10,663"
27,Chocó,27075,Bahía Solano,2021,Cabecera Municipal,"6,534"
27,Chocó,27075,Bahía Solano,2021,Centros Poblados y Rural Disperso,"4,347"
27,Chocó,27075,Bahía Solano,2021,Total,"10,881"
27,Chocó,27075,Bahía Solano,2022,Cabecera Municipal,"6,627"
27,Chocó,27075,Bahía Solano,2022,Centros Poblados y Rural Disperso,"4,455"
27,Chocó,27075,Bahía Solano,2022,Total,"11,082"
27,Chocó,27075,Bahía Solano,2023,Cabecera Municipal,"6,716"
27,Chocó,27075,Bahía Solano,2023,Centros Poblados y Rural Disperso,"4,575"
27,Chocó,27075,Bahía Solano,2023,Total,"11,291"
27,Chocó,27075,Bahía Solano,2024,Cabecera Municipal,"6,803"
27,Chocó,27075,Bahía Solano,2024,Centros Poblados y Rural Disperso,"4,674"
27,Chocó,27075,Bahía Solano,2024,Total,"11,477"
27,Chocó,27075,Bahía Solano,2025,Cabecera Municipal,"6,885"
27,Chocó,27075,Bahía Solano,2025,Centros Poblados y Rural Disperso,"4,786"
27,Chocó,27075,Bahía Solano,2025,Total,"11,671"
27,Chocó,27075,Bahía Solano,2026,Cabecera Municipal,"6,959"
27,Chocó,27075,Bahía Solano,2026,Centros Poblados y Rural Disperso,"4,882"
27,Chocó,27075,Bahía Solano,2026,Total,"11,841"
27,Chocó,27075,Bahía Solano,2027,Cabecera Municipal,"7,067"
27,Chocó,27075,Bahía Solano,2027,Centros Poblados y Rural Disperso,"4,957"
27,Chocó,27075,Bahía Solano,2027,Total,"12,024"
27,Chocó,27075,Bahía Solano,2028,Cabecera Municipal,"7,135"
27,Chocó,27075,Bahía Solano,2028,Centros Poblados y Rural Disperso,"5,043"
27,Chocó,27075,Bahía Solano,2028,Total,"12,178"
27,Chocó,27075,Bahía Solano,2029,Cabecera Municipal,"7,212"
27,Chocó,27075,Bahía Solano,2029,Centros Poblados y Rural Disperso,"5,111"
27,Chocó,27075,Bahía Solano,2029,Total,"12,323"
27,Chocó,27075,Bahía Solano,2030,Cabecera Municipal,"7,325"
27,Chocó,27075,Bahía Solano,2030,Centros Poblados y Rural Disperso,"5,178"
27,Chocó,27075,Bahía Solano,2030,Total,"12,503"
27,Chocó,27075,Bahía Solano,2031,Cabecera Municipal,"7,406"
27,Chocó,27075,Bahía Solano,2031,Centros Poblados y Rural Disperso,"5,242"
27,Chocó,27075,Bahía Solano,2031,Total,"12,648"
27,Chocó,27075,Bahía Solano,2032,Cabecera Municipal,"7,508"
27,Chocó,27075,Bahía Solano,2032,Centros Poblados y Rural Disperso,"5,270"
27,Chocó,27075,Bahía Solano,2032,Total,"12,778"
27,Chocó,27075,Bahía Solano,2033,Cabecera Municipal,"7,592"
27,Chocó,27075,Bahía Solano,2033,Centros Poblados y Rural Disperso,"5,317"
