DP,DPNOM,MPIO,DPMP,ANNO,AreaGeografica,Poblacion
05,Antioquia,05854,Valdivia,2035,Total,"15,558"
05,Antioquia,05856,Valparaíso,2020,Cabecera Municipal,"3,908"
05,Antioquia,05856,Valparaíso,2020,Centros Poblados y Rural Disperso,"2,774"
05,Antioquia,05856,Valparaíso,2020,Total,"6,682"
05,Antioquia,05856,Valparaíso,2021,Cabecera Municipal,"4,009"
05,Antioquia,05856,Valparaíso,2021,Centros Poblados y Rural Disperso,"2,730"
05,Antioquia,05856,Valparaíso,2021,Total,"6,739"
05,Antioquia,05856,Valparaíso,2022,Cabecera Municipal,"4,112"
05,Antioquia,05856,Valparaíso,2022,Centros Poblados y Rural Disperso,"2,708"
05,Antioquia,05856,Valparaíso,2022,Total,"6,820"
05,Antioquia,05856,Valparaíso,2023,Cabecera Municipal,"4,192"
05,Antioquia,05856,Valparaíso,2023,Centros Poblados y Rural Disperso,"2,684"
05,Antioquia,05856,Valparaíso,2023,Total,"6,876"
05,Antioquia,05856,Valparaíso,2024,Cabecera Municipal,"4,243"
05,Antioquia,05856,Valparaíso,2024,Centros Poblados y Rural Disperso,"2,673"
05,Antioquia,05856,Valparaíso,2024,Total,"6,916"
05,Antioquia,05856,Valparaíso,2025,Cabecera Municipal,"4,300"
05,Antioquia,05856,Valparaíso,2025,Centros Poblados y Rural Disperso,"2,666"
05,Antioquia,05856,Valparaíso,2025,Total,"6,966"
05,Antioquia,05856,Valparaíso,2026,Cabecera Municipal,"4,347"
05,Antioquia,05856,Valparaíso,2026,Centros Poblados y Rural Disperso,"2,669"
05,Antioquia,05856,Valparaíso,2026,Total,"7,016"
05,Antioquia,05856,Valparaíso,2027,Cabecera Municipal,"4,397"
05,Antioquia,05856,Valparaíso,2027,Centros Poblados y Rural Disperso,"2,665"
05,Antioquia,05856,Valparaíso,2027,Total,"7,062"
05,Antioquia,05856,Valparaíso,2028,Cabecera Municipal,"4,417"
05,Antioquia,05856,Valparaíso,2028,Centros Poblados y Rural Disperso,"2,669"
05,Antioquia,05856,Valparaíso,2028,Total,"7,086"
05,Antioquia,05856,Valparaíso,2029,Cabecera Municipal,"4,443"
05,Antioquia,05856,Valparaíso,2029,Centros Poblados y Rural Disperso,"2,681"
05,Antioquia,05856,Valparaíso,2029,Total,"7,124"
05,Antioquia,05856,Valparaíso,2030,Cabecera Municipal,"4,473"
05,Antioquia,05856,Valparaíso,2030,Centros Poblados y Rural Disperso,"2,690"
05,Antioquia,05856,Valparaíso,2030,Total,"7,163"
05,Antioquia,05856,Valparaíso,2031,Cabecera Municipal,"4,491"
05,Antioquia,05856,Valparaíso,2031,Centros Poblados y Rural Disperso,"2,712"
05,Antioquia,05856,Valparaíso,2031,Total,"7,203"
05,Antioquia,05856,Valparaíso,2032,Cabecera Municipal,"4,507"
05,Antioquia,05856,Valparaíso,2032,Centros Poblados y Rural Disperso,"2,722"
05,Antioquia,05856,Valparaíso,2032,Total,"7,229"
05,Antioquia,05856,Valparaíso,2033,Cabecera Municipal,"4,521"
05,Antioquia,05856,Valparaíso,2033,Centros Poblados y Rural Disperso,"2,728"
05,Antioquia,05856,Valparaíso,2033,Total,"7,249"
05,Antioquia,05856,Valparaíso,2034,Cabecera Municipal,"4,544"
05,Antioquia,05856,Valparaíso,2034,Centros Poblados y Rural Disperso,"2,745"
05,Antioquia,05856,Valparaíso,2034,Total,"7,289"
05,Antioquia,05856,Valparaíso,2035,Cabecera Municipal,"4,552"
05,Antioquia,05856,Valparaíso,2035,Centros Poblados y Rural Disperso,"2,759"
05,Antioquia,05856,Valparaíso,2035,Total,"7,311"
05,Antioquia,05858,Vegachí,2020,Cabecera Municipal,"8,648"
05,Antioquia,05858,Vegachí,2020,Centros Poblados y Rural Disperso,"3,505"
05,Antioquia,05858,Vegachí,2020,Total,"12,153"
05,Antioquia,05858,Vegachí,2021,Cabecera Municipal,"8,800"
05,Antioquia,05858,Vegachí,2021,Centros Poblados y Rural Disperso,"3,430"
05,Antioquia,05858,Vegachí,2021,Total,"12,230"
05,Antioquia,05858,Vegachí,2022,Cabecera Municipal,"8,941"
05,Antioquia,05858,Vegachí,2022,Centros Poblados y Rural Disperso,"3,396"
05,Antioquia,05858,Vegachí,2022,Total,"12,337"
05,Antioquia,05858,Vegachí,2023,Cabecera Municipal,"9,079"
05,Antioquia,05858,Vegachí,2023,Centros Poblados y Rural Disperso,"3,374"
05,Antioquia,05858,Vegachí,2023,Total,"12,453"
05,Antioquia,05858,Vegachí,2024,Cabecera Municipal,"9,204"
05,Antioquia,05858,Vegachí,2024,Centros Poblados y Rural Disperso,"3,352"
05,Antioquia,05858,Vegachí,2024,Total,"12,556"
05,Antioquia,05858,Vegachí,2025,Cabecera Municipal,"9,301"
05,Antioquia,05858,Vegachí,2025,Centros Poblados y Rural Disperso,"3,343"
05,Antioquia,05858,Vegachí,2025,Total,"12,644"
05,Antioquia,05858,Vegachí,2026,Cabecera Municipal,"9,388"
05,Antioquia,05858,Vegachí,2026,Centros Poblados y Rural Disperso,"3,349"
05,Antioquia,05858,Vegachí,2026,Total,"12,737"
05,Antioquia,05858,Vegachí,2027,Cabecera Municipal,"9,464"
05,Antioquia,05858,Vegachí,2027,Centros Poblados y Rural Disperso,"3,337"
05,Antioquia,05858,Vegachí,2027,Total,"12,801"
05,Antioquia,05858,Vegachí,2028,Cabecera Municipal,"9,522"
05,Antioquia,05858,Vegachí,2028,Centros Poblados y Rural Disperso,"3,342"
05,Antioquia,05858,Vegachí,2028,Total,"12,864"
05,Antioquia,05858,Vegachí,2029,Cabecera Municipal,"9,585"
05,Antioquia,05858,Vegachí,2029,Centros Poblados y Rural Disperso,"3,338"
05,Antioquia,05858,Vegachí,2029,Total,"12,923"
05,Antioquia,05858,Vegachí,2030,Cabecera Municipal,"9,648"
05,Antioquia,05858,Vegachí,2030,Centros Poblados y Rural Disperso,"3,341"
05,Antioquia,05858,Vegachí,2030,Total,"12,989"
05,Antioquia,05858,Vegachí,2031,Cabecera Municipal,"9,684"
05,Antioquia,05858,Vegachí,2031,Centros Poblados y Rural Disperso,"3,376"
05,Antioquia,05858,Vegachí,2031,Total,"13,060"
05,Antioquia,05858,Vegachí,2032,Cabecera Municipal,"9,708"
05,Antioquia,05858,Vegachí,2032,Centros Poblados y Rural Disperso,"3,396"
05,Antioquia,05858,Vegachí,2032,Total,"13,104"
05,Antioquia,05858,Vegachí,2033,Cabecera Municipal,"9,756"
05,Antioquia,05858,Vegachí,2033,Centros Poblados y Rural Disperso,"3,417"
05,Antioquia,05858,Vegachí,2033,Total,"13,173"
05,Antioquia,05858,Vegachí,2034,Cabecera Municipal,"9,789"
05,Antioquia,05858,Vegachí,2034,Centros Poblados y Rural Disperso,"3,436"
05,Antioquia,05858,Vegachí,2034,Total,"13,225"
05,Antioquia,05858,Vegachí,2035,Cabecera Municipal,"9,809"
05,Antioquia,05858,Vegachí,2035,Centros Poblados y Rural Disperso,"3,461"
05,Antioquia,05858,Vegachí,2035,Total,"13,270"
05,Antioquia,05861,Venecia,2020,Cabecera Municipal,"5,443"
05,Antioquia,05861,Venecia,2020,Centros Poblados y Rural Disperso,"6,472"
05,Antioquia,05861,Venecia,2020,Total,"11,915"
05,Antioquia,05861,Venecia,2021,Cabecera Municipal,"5,648"
05,Antioquia,05861,Venecia,2021,Centros Poblados y Rural Disperso,"6,343"
05,Antioquia,05861,Venecia,2021,Total,"11,991"
05,Antioquia,05861,Venecia,2022,Cabecera Municipal,"5,822"
05,Antioquia,05861,Venecia,2022,Centros Poblados y Rural Disperso,"6,285"
05,Antioquia,05861,Venecia,2022,Total,"12,107"
05,Antioquia,05861,Venecia,2023,Cabecera Municipal,"5,963"
05,Antioquia,05861,Venecia,2023,Centros Poblados y Rural Disperso,"6,245"
05,Antioquia,05861,Venecia,2023,Total,"12,208"
05,Antioquia,05861,Venecia,2024,Cabecera Municipal,"6,077"
05,Antioquia,05861,Venecia,2024,Centros Poblados y Rural Disperso,"6,245"
05,Antioquia,05861,Venecia,2024,Total,"12,322"
05,Antioquia,05861,Venecia,2025,Cabecera Municipal,"6,167"
05,Antioquia,05861,Venecia,2025,Centros Poblados y Rural Disperso,"6,240"
05,Antioquia,05861,Venecia,2025,Total,"12,407"
05,Antioquia,05861,Venecia,2026,Cabecera Municipal,"6,233"
05,Antioquia,05861,Venecia,2026,Centros Poblados y Rural Disperso,"6,230"
05,Antioquia,05861,Venecia,2026,Total,"12,463"
05,Antioquia,05861,Venecia,2027,Cabecera Municipal,"6,302"
05,Antioquia,05861,Venecia,2027,Centros Poblados y Rural Disperso,"6,242"
05,Antioquia,05861,Venecia,2027,Total,"12,544"
05,Antioquia,05861,Venecia,2028,Cabecera Municipal,"6,368"
05,Antioquia,05861,Venecia,2028,Centros Poblados y Rural Disperso,"6,255"
05,Antioquia,05861,Venecia,2028,Total,"12,623"
05,Antioquia,05861,Venecia,2029,Cabecera Municipal,"6,405"
05,Antioquia,05861,Venecia,2029,Centros Poblados y Rural Disperso,"6,286"
05,Antioquia,05861,Venecia,2029,Total,"12,691"
05,Antioquia,05861,Venecia,2030,Cabecera Municipal,"6,444"
05,Antioquia,05861,Venecia,2030,Centros Poblados y Rural Disperso,"6,310"
05,Antioquia,05861,Venecia,2030,Total,"12,754"
05,Antioquia,05861,Venecia,2031,Cabecera Municipal,"6,458"
05,Antioquia,05861,Venecia,2031,Centros Poblados y Rural Disperso,"6,323"
05,Antioquia,05861,Venecia,2031,Total,"12,781"
05,Antioquia,05861,Venecia,2032,Cabecera Municipal,"6,495"
05,Antioquia,05861,Venecia,2032,Centros Poblados y Rural Disperso,"6,376"
05,Antioquia,05861,Venecia,2032,Total,"12,871"
05,Antioquia,05861,Venecia,2033,Cabecera Municipal,"6,511"
05,Antioquia,05861,Venecia,2033,Centros Poblados y Rural Disperso,"6,411"
05,Antioquia,05861,Venecia,2033,Total,"12,922"
05,Antioquia,05861,Venecia,2034,Cabecera Municipal,"6,511"
05,Antioquia,05861,Venecia,2034,Centros Poblados y Rural Disperso,"6,446"
05,Antioquia,05861,Venecia,2034,Total,"12,957"
05,Antioquia,05861,Venecia,2035,Cabecera Municipal,"6,543"
05,Antioquia,05861,Venecia,2035,Centros Poblados y Rural Disperso,"6,460"
05,Antioquia,05861,Venecia,2035,Total,"13,003"
05,Antioquia,05873,Vigía del Fuerte,2020,Cabecera Municipal,"3,285"
05,Antioquia,05873,Vigía del Fuerte,2020,Centros Poblados y Rural Disperso,"6,124"
05,Antioquia,05873,Vigía del Fuerte,2020,Total,"9,409"
05,Antioquia,05873,Vigía del Fuerte,2021,Cabecera Municipal,"3,485"
05,Antioquia,05873,Vigía del Fuerte,2021,Centros Poblados y Rural Disperso,"6,017"
05,Antioquia,05873,Vigía del Fuerte,2021,Total,"9,502"
05,Antioquia,05873,Vigía del Fuerte,2022,Cabecera Municipal,"3,623"
05,Antioquia,05873,Vigía del Fuerte,2022,Centros Poblados y Rural Disperso,"5,960"
05,Antioquia,05873,Vigía del Fuerte,2022,Total,"9,583"
05,Antioquia,05873,Vigía del Fuerte,2023,Cabecera Municipal,"3,759"
05,Antioquia,05873,Vigía del Fuerte,2023,Centros Poblados y Rural Disperso,"5,922"
05,Antioquia,05873,Vigía del Fuerte,2023,Total,"9,681"
05,Antioquia,05873,Vigía del Fuerte,2024,Cabecera Municipal,"3,828"
05,Antioquia,05873,Vigía del Fuerte,2024,Centros Poblados y Rural Disperso,"5,924"
05,Antioquia,05873,Vigía del Fuerte,2024,Total,"9,752"
05,Antioquia,05873,Vigía del Fuerte,2025,Cabecera Municipal,"3,887"
05,Antioquia,05873,Vigía del Fuerte,2025,Centros Poblados y Rural Disperso,"5,940"
05,Antioquia,05873,Vigía del Fuerte,2025,Total,"9,827"
05,Antioquia,05873,Vigía del Fuerte,2026,Cabecera Municipal,"3,941"
05,Antioquia,05873,Vigía del Fuerte,2026,Centros Poblados y Rural Disperso,"5,948"
05,Antioquia,05873,Vigía del Fuerte,2026,Total,"9,889"
05,Antioquia,05873,Vigía del Fuerte,2027,Cabecera Municipal,"3,980"
05,Antioquia,05873,Vigía del Fuerte,2027,Centros Poblados y Rural Disperso,"5,958"
05,Antioquia,05873,Vigía del Fuerte,2027,Total,"9,938"
05,Antioquia,05873,Vigía del Fuerte,2028,Cabecera Municipal,"4,013"
05,Antioquia,05873,Vigía del Fuerte,2028,Centros Poblados y Rural Disperso,"5,964"
05,Antioquia,05873,Vigía del Fuerte,2028,Total,"9,977"
05,Antioquia,05873,Vigía del Fuerte,2029,Cabecera Municipal,"4,034"
05,Antioquia,05873,Vigía del Fuerte,2029,Centros Poblados y Rural Disperso,"5,998"
05,Antioquia,05873,Vigía del Fuerte,2029,Total,"10,032"
05,Antioquia,05873,Vigía del Fuerte,2030,Cabecera Municipal,"4,055"
05,Antioquia,05873,Vigía del Fuerte,2030,Centros Poblados y Rural Disperso,"6,028"
05,Antioquia,05873,Vigía del Fuerte,2030,Total,"10,083"
05,Antioquia,05873,Vigía del Fuerte,2031,Cabecera Municipal,"4,082"
05,Antioquia,05873,Vigía del Fuerte,2031,Centros Poblados y Rural Disperso,"6,051"
05,Antioquia,05873,Vigía del Fuerte,2031,Total,"10,133"
05,Antioquia,05873,Vigía del Fuerte,2032,Cabecera Municipal,"4,090"
05,Antioquia,05873,Vigía del Fuerte,2032,Centros Poblados y Rural Disperso,"6,078"
05,Antioquia,05873,Vigía del Fuerte,2032,Total,"10,168"
05,Antioquia,05873,Vigía del Fuerte,2033,Cabecera Municipal,"4,101"
05,Antioquia,05873,Vigía del Fuerte,2033,Centros Poblados y Rural Disperso,"6,113"
05,Antioquia,05873,Vigía del Fuerte,2033,Total,"10,214"
05,Antioquia,05873,Vigía del Fuerte,2034,Cabecera Municipal,"4,114"
05,Antioquia,05873,Vigía del Fuerte,2034,Centros Poblados y Rural Disperso,"6,135"
05,Antioquia,05873,Vigía del Fuerte,2034,Total,"10,249"
05,Antioquia,05873,Vigía del Fuerte,2035,Cabecera Municipal,"4,133"
05,Antioquia,05873,Vigía del Fuerte,2035,Centros Poblados y Rural Disperso,"6,169"
05,Antioquia,05873,Vigía del Fuerte,2035,Total,"10,302"
05,Antioquia,05885,Yalí,2020,Cabecera Municipal,"3,803"
05,Antioquia,05885,Yalí,2020,Centros Poblados y Rural Disperso,"4,023"
05,Antioquia,05885,Yalí,2020,Total,"7,826"
05,Antioquia,05885,Yalí,2021,Cabecera Municipal,"3,936"
05,Antioquia,05885,Yalí,2021,Centros Poblados y Rural Disperso,"3,957"
05,Antioquia,05885,Yalí,2021,Total,"7,893"
05,Antioquia,05885,Yalí,2022,Cabecera Municipal,"4,039"
05,Antioquia,05885,Yalí,2022,Centros Poblados y Rural Disperso,"3,918"
05,Antioquia,05885,Yalí,2022,Total,"7,957"
05,Antioquia,05885,Yalí,2023,Cabecera Municipal,"4,131"
05,Antioquia,05885,Yalí,2023,Centros Poblados y Rural Disperso,"3,895"
05,Antioquia,05885,Yalí,2023,Total,"8,026"
05,Antioquia,05885,Yalí,2024,Cabecera Municipal,"4,201"
05,Antioquia,05885,Yalí,2024,Centros Poblados y Rural Disperso,"3,890"
05,Antioquia,05885,Yalí,2024,Total,"8,091"
05,Antioquia,05885,Yalí,2025,Cabecera Municipal,"4,268"
05,Antioquia,05885,Yalí,2025,Centros Poblados y Rural Disperso,"3,884"
05,Antioquia,05885,Yalí,2025,Total,"8,152"
05,Antioquia,05885,Yalí,2026,Cabecera Municipal,"4,320"
05,Antioquia,05885,Yalí,2026,Centros Poblados y Rural Disperso,"3,888"
05,Antioquia,05885,Yalí,2026,Total,"8,208"
05,Antioquia,05885,Yalí,2027,Cabecera Municipal,"4,370"
05,Antioquia,05885,Yalí,2027,Centros Poblados y Rural Disperso,"3,877"
05,Antioquia,05885,Yalí,2027,Total,"8,247"
05,Antioquia,05885,Yalí,2028,Cabecera Municipal,"4,394"
05,Antioquia,05885,Yalí,2028,Centros Poblados y Rural Disperso,"3,897"
05,Antioquia,05885,Yalí,2028,Total,"8,291"
05,Antioquia,05885,Yalí,2029,Cabecera Municipal,"4,424"
05,Antioquia,05885,Yalí,2029,Centros Poblados y Rural Disperso,"3,915"
05,Antioquia,05885,Yalí,2029,Total,"8,339"
05,Antioquia,05885,Yalí,2030,Cabecera Municipal,"4,442"
05,Antioquia,05885,Yalí,2030,Centros Poblados y Rural Disperso,"3,936"
05,Antioquia,05885,Yalí,2030,Total,"8,378"
05,Antioquia,05885,Yalí,2031,Cabecera Municipal,"4,477"
05,Antioquia,05885,Yalí,2031,Centros Poblados y Rural Disperso,"3,954"
05,Antioquia,05885,Yalí,2031,Total,"8,431"
05,Antioquia,05885,Yalí,2032,Cabecera Municipal,"4,475"
05,Antioquia,05885,Yalí,2032,Centros Poblados y Rural Disperso,"3,971"
05,Antioquia,05885,Yalí,2032,Total,"8,446"
05,Antioquia,05885,Yalí,2033,Cabecera Municipal,"4,489"
05,Antioquia,05885,Yalí,2033,Centros Poblados y Rural Disperso,"3,992"
05,Antioquia,05885,Yalí,2033,Total,"8,481"
05,Antioquia,05885,Yalí,2034,Cabecera Municipal,"4,515"
05,Antioquia,05885,Yalí,2034,Centros Poblados y Rural Disperso,"4,010"
05,Antioquia,05885,Yalí,2034,Total,"8,525"
05,Antioquia,05885,Yalí,2035,Cabecera Municipal,"4,520"
05,Antioquia,05885,Yalí,2035,Centros Poblados y Rural Disperso,"4,026"
05,Antioquia,05885,Yalí,2035,Total,"8,546"
05,Antioquia,05887,Yarumal,2020,Cabecera Municipal,"30,992"
05,Antioquia,05887,Yarumal,2020,Centros Poblados y Rural Disperso,"11,927"
05,Antioquia,05887,Yarumal,2020,Total,"42,919"
05,Antioquia,05887,Yarumal,2021,Cabecera Municipal,"31,601"
05,Antioquia,05887,Yarumal,2021,Centros Poblados y Rural Disperso,"11,707"
05,Antioquia,05887,Yarumal,2021,Total,"43,308"
05,Antioquia,05887,Yarumal,2022,Cabecera Municipal,"32,104"
05,Antioquia,05887,Yarumal,2022,Centros Poblados y Rural Disperso,"11,598"
05,Antioquia,05887,Yarumal,2022,Total,"43,702"
05,Antioquia,05887,Yarumal,2023,Cabecera Municipal,"32,584"
05,Antioquia,05887,Yarumal,2023,Centros Poblados y Rural Disperso,"11,518"
05,Antioquia,05887,Yarumal,2023,Total,"44,102"
05,Antioquia,05887,Yarumal,2024,Cabecera Municipal,"33,006"
05,Antioquia,05887,Yarumal,2024,Centros Poblados y Rural Disperso,"11,451"
05,Antioquia,05887,Yarumal,2024,Total,"44,457"
05,Antioquia,05887,Yarumal,2025,Cabecera Municipal,"33,359"
05,Antioquia,05887,Yarumal,2025,Centros Poblados y Rural Disperso,"11,411"
05,Antioquia,05887,Yarumal,2025,Total,"44,770"
05,Antioquia,05887,Yarumal,2026,Cabecera Municipal,"33,648"
05,Antioquia,05887,Yarumal,2026,Centros Poblados y Rural Disperso,"11,385"
05,Antioquia,05887,Yarumal,2026,Total,"45,033"
05,Antioquia,05887,Yarumal,2027,Cabecera Municipal,"33,928"
05,Antioquia,05887,Yarumal,2027,Centros Poblados y Rural Disperso,"11,387"
05,Antioquia,05887,Yarumal,2027,Total,"45,315"
05,Antioquia,05887,Yarumal,2028,Cabecera Municipal,"34,169"
05,Antioquia,05887,Yarumal,2028,Centros Poblados y Rural Disperso,"11,389"
05,Antioquia,05887,Yarumal,2028,Total,"45,558"
05,Antioquia,05887,Yarumal,2029,Cabecera Municipal,"34,356"
05,Antioquia,05887,Yarumal,2029,Centros Poblados y Rural Disperso,"11,404"
05,Antioquia,05887,Yarumal,2029,Total,"45,760"
05,Antioquia,05887,Yarumal,2030,Cabecera Municipal,"34,517"
05,Antioquia,05887,Yarumal,2030,Centros Poblados y Rural Disperso,"11,463"
05,Antioquia,05887,Yarumal,2030,Total,"45,980"
05,Antioquia,05887,Yarumal,2031,Cabecera Municipal,"34,662"
05,Antioquia,05887,Yarumal,2031,Centros Poblados y Rural Disperso,"11,533"
05,Antioquia,05887,Yarumal,2031,Total,"46,195"
05,Antioquia,05887,Yarumal,2032,Cabecera Municipal,"34,817"
05,Antioquia,05887,Yarumal,2032,Centros Poblados y Rural Disperso,"11,589"
05,Antioquia,05887,Yarumal,2032,Total,"46,406"
05,Antioquia,05887,Yarumal,2033,Cabecera Municipal,"34,938"
05,Antioquia,05887,Yarumal,2033,Centros Poblados y Rural Disperso,"11,644"
05,Antioquia,05887,Yarumal,2033,Total,"46,582"
05,Antioquia,05887,Yarumal,2034,Cabecera Municipal,"35,068"
05,Antioquia,05887,Yarumal,2034,Centros Poblados y Rural Disperso,"11,698"
05,Antioquia,05887,Yarumal,2034,Total,"46,766"
05,Antioquia,05887,Yarumal,2035,Cabecera Municipal,"35,170"
05,Antioquia,05887,Yarumal,2035,Centros Poblados y Rural Disperso,"11,770"
05,Antioquia,05887,Yarumal,2035,Total,"46,940"
05,Antioquia,05890,Yolombó,2020,Cabecera Municipal,"7,017"
05,Antioquia,05890,Yolombó,2020,Centros Poblados y Rural Disperso,"16,193"
05,Antioquia,05890,Yolombó,2020,Total,"23,210"
05,Antioquia,05890,Yolombó,2021,Cabecera Municipal,"7,502"
05,Antioquia,05890,Yolombó,2021,Centros Poblados y Rural Disperso,"15,885"
05,Antioquia,05890,Yolombó,2021,Total,"23,387"
05,Antioquia,05890,Yolombó,2022,Cabecera Municipal,"7,871"
05,Antioquia,05890,Yolombó,2022,Centros Poblados y Rural Disperso,"15,734"
05,Antioquia,05890,Yolombó,2022,Total,"23,605"
05,Antioquia,05890,Yolombó,2023,Cabecera Municipal,"8,187"
05,Antioquia,05890,Yolombó,2023,Centros Poblados y Rural Disperso,"15,638"
05,Antioquia,05890,Yolombó,2023,Total,"23,825"
05,Antioquia,05890,Yolombó,2024,Cabecera Municipal,"8,362"
05,Antioquia,05890,Yolombó,2024,Centros Poblados y Rural Disperso,"15,661"
05,Antioquia,05890,Yolombó,2024,Total,"24,023"
05,Antioquia,05890,Yolombó,2025,Cabecera Municipal,"8,482"
05,Antioquia,05890,Yolombó,2025,Centros Poblados y Rural Disperso,"15,696"
05,Antioquia,05890,Yolombó,2025,Total,"24,178"
05,Antioquia,05890,Yolombó,2026,Cabecera Municipal,"8,604"
05,Antioquia,05890,Yolombó,2026,Centros Poblados y Rural Disperso,"15,728"
05,Antioquia,05890,Yolombó,2026,Total,"24,332"
05,Antioquia,05890,Yolombó,2027,Cabecera Municipal,"8,696"
05,Antioquia,05890,Yolombó,2027,Centros Poblados y Rural Disperso,"15,768"
05,Antioquia,05890,Yolombó,2027,Total,"24,464"
05,Antioquia,05890,Yolombó,2028,Cabecera Municipal,"8,779"
05,Antioquia,05890,Yolombó,2028,Centros Poblados y Rural Disperso,"15,817"
05,Antioquia,05890,Yolombó,2028,Total,"24,596"
05,Antioquia,05890,Yolombó,2029,Cabecera Municipal,"8,841"
05,Antioquia,05890,Yolombó,2029,Centros Poblados y Rural Disperso,"15,894"
05,Antioquia,05890,Yolombó,2029,Total,"24,735"
05,Antioquia,05890,Yolombó,2030,Cabecera Municipal,"8,887"
05,Antioquia,05890,Yolombó,2030,Centros Poblados y Rural Disperso,"15,944"
05,Antioquia,05890,Yolombó,2030,Total,"24,831"
05,Antioquia,05890,Yolombó,2031,Cabecera Municipal,"8,915"
05,Antioquia,05890,Yolombó,2031,Centros Poblados y Rural Disperso,"16,037"
05,Antioquia,05890,Yolombó,2031,Total,"24,952"
05,Antioquia,05890,Yolombó,2032,Cabecera Municipal,"8,956"
05,Antioquia,05890,Yolombó,2032,Centros Poblados y Rural Disperso,"16,116"
05,Antioquia,05890,Yolombó,2032,Total,"25,072"
05,Antioquia,05890,Yolombó,2033,Cabecera Municipal,"8,985"
05,Antioquia,05890,Yolombó,2033,Centros Poblados y Rural Disperso,"16,191"
05,Antioquia,05890,Yolombó,2033,Total,"25,176"
05,Antioquia,05890,Yolombó,2034,Cabecera Municipal,"9,012"
05,Antioquia,05890,Yolombó,2034,Centros Poblados y Rural Disperso,"16,269"
05,Antioquia,05890,Yolombó,2034,Total,"25,281"
05,Antioquia,05890,Yolombó,2035,Cabecera Municipal,"9,039"
05,Antioquia,05890,Yolombó,2035,Centros Poblados y Rural Disperso,"16,325"
05,Antioquia,05890,Yolombó,2035,Total,"25,364"
05,Antioquia,05893,Yondó,2020,Cabecera Municipal,"10,434"
05,Antioquia,05893,Yondó,2020,Centros Poblados y Rural Disperso,"9,503"
05,Antioquia,05893,Yondó,2020,Total,"19,937"
05,Antioquia,05893,Yondó,2021,Cabecera Municipal,"10,831"
05,Antioquia,05893,Yondó,2021,Centros Poblados y Rural Disperso,"9,397"
05,Antioquia,05893,Yondó,2021,Total,"20,228"
05,Antioquia,05893,Yondó,2022,Cabecera Municipal,"11,102"
05,Antioquia,05893,Yondó,2022,Centros Poblados y Rural Disperso,"9,304"
05,Antioquia,05893,Yondó,2022,Total,"20,406"
05,Antioquia,05893,Yondó,2023,Cabecera Municipal,"11,337"
05,Antioquia,05893,Yondó,2023,Centros Poblados y Rural Disperso,"9,235"
05,Antioquia,05893,Yondó,2023,Total,"20,572"
05,Antioquia,05893,Yondó,2024,Cabecera Municipal,"11,505"
05,Antioquia,05893,Yondó,2024,Centros Poblados y Rural Disperso,"9,222"
05,Antioquia,05893,Yondó,2024,Total,"20,727"
05,Antioquia,05893,Yondó,2025,Cabecera Municipal,"11,666"
05,Antioquia,05893,Yondó,2025,Centros Poblados y Rural Disperso,"9,204"
05,Antioquia,05893,Yondó,2025,Total,"20,870"
05,Antioquia,05893,Yondó,2026,Cabecera Municipal,"11,796"
05,Antioquia,05893,Yondó,2026,Centros Poblados y Rural Disperso,"9,198"
05,Antioquia,05893,Yondó,2026,Total,"20,994"
05,Antioquia,05893,Yondó,2027,Cabecera Municipal,"11,903"
05,Antioquia,05893,Yondó,2027,Centros Poblados y Rural Disperso,"9,196"
05,Antioquia,05893,Yondó,2027,Total,"21,099"
05,Antioquia,05893,Yondó,2028,Cabecera Municipal,"12,003"
05,Antioquia,05893,Yondó,2028,Centros Poblados y Rural Disperso,"9,197"
05,Antioquia,05893,Yondó,2028,Total,"21,200"
05,Antioquia,05893,Yondó,2029,Cabecera Municipal,"12,065"
05,Antioquia,05893,Yondó,2029,Centros Poblados y Rural Disperso,"9,230"
05,Antioquia,05893,Yondó,2029,Total,"21,295"
05,Antioquia,05893,Yondó,2030,Cabecera Municipal,"12,112"
05,Antioquia,05893,Yondó,2030,Centros Poblados y Rural Disperso,"9,296"
05,Antioquia,05893,Yondó,2030,Total,"21,408"
05,Antioquia,05893,Yondó,2031,Cabecera Municipal,"12,151"
05,Antioquia,05893,Yondó,2031,Centros Poblados y Rural Disperso,"9,331"
05,Antioquia,05893,Yondó,2031,Total,"21,482"
05,Antioquia,05893,Yondó,2032,Cabecera Municipal,"12,216"
05,Antioquia,05893,Yondó,2032,Centros Poblados y Rural Disperso,"9,351"
05,Antioquia,05893,Yondó,2032,Total,"21,567"
05,Antioquia,05893,Yondó,2033,Cabecera Municipal,"12,246"
05,Antioquia,05893,Yondó,2033,Centros Poblados y Rural Disperso,"9,397"
05,Antioquia,05893,Yondó,2033,Total,"21,643"
05,Antioquia,05893,Yondó,2034,Cabecera Municipal,"12,287"
05,Antioquia,05893,Yondó,2034,Centros Poblados y Rural Disperso,"9,449"
05,Antioquia,05893,Yondó,2034,Total,"21,736"
05,Antioquia,05893,Yondó,2035,Cabecera Municipal,"12,319"
05,Antioquia,05893,Yondó,2035,Centros Poblados y Rural Disperso,"9,493"
05,Antioquia,05893,Yondó,2035,Total,"21,812"
05,Antioquia,05895,Zaragoza,2020,Cabecera Municipal,"11,876"
05,Antioquia,05895,Zaragoza,2020,Centros Poblados y Rural Disperso,"13,445"
